sample	group	seqs_pct	seqs	bases_pct	bases
roundacleanup/tag/neb/2	unclassified	85.07	6456875	66.32	663376602
roundacleanup/tag/neb/2	human	8.72	662131	19.41	194170083
roundacleanup/tag/neb/2	bacteria	3.65	277202	8.26	82648084
roundacleanup/tag/neb/2	rna-viruses	1.44	109419	3.27	32751070
roundacleanup/tag/neb/2	dna-viruses	1.08	81992	2.58	25765802
roundacleanup/tag/neb/2	ambiguous	0.03	2613	0.15	1487750
roundacleanup/tag/neb/3	unclassified	88.74	7333964	73.47	734879481
roundacleanup/tag/neb/3	human	6.78	560710	15.63	156331593
roundacleanup/tag/neb/3	bacteria	2.92	241287	6.91	69124174
roundacleanup/tag/neb/3	dna-viruses	0.77	63734	2.01	20082260
roundacleanup/tag/neb/3	rna-viruses	0.76	63165	1.88	18798859
roundacleanup/tag/neb/3	ambiguous	0.02	1684	0.10	982802
roundacleanup/tag/neb/neg	unclassified	99.14	18294	92.37	1286285
roundacleanup/tag/neb/neg	human	0.56	103	3.28	45669
roundacleanup/tag/neb/neg	bacteria	0.17	31	1.72	23972
roundacleanup/tag/neb/neg	rna-viruses	0.08	14	1.71	23760
roundacleanup/tag/neb/neg	dna-viruses	0.05	9	0.56	7751
roundacleanup/tag/neb/neg	ambiguous	0.01	1	0.37	5094
roundacleanup/tag/rlb/1/clean	unclassified	99.52	63121	97.24	4718765
roundacleanup/tag/rlb/1/clean	human	0.32	203	1.32	63867
roundacleanup/tag/rlb/1/clean	bacteria	0.07	47	0.64	31292
roundacleanup/tag/rlb/1/clean	rna-viruses	0.05	32	0.53	25925
roundacleanup/tag/rlb/1/clean	dna-viruses	0.03	19	0.23	10944
roundacleanup/tag/rlb/1/clean	ambiguous	0.00	1	0.04	1999
roundacleanup/tag/rlb/2/clean	unclassified	99.62	29962	96.75	2103431
roundacleanup/tag/rlb/2/clean	human	0.22	67	1.34	29086
roundacleanup/tag/rlb/2/clean	rna-viruses	0.06	19	0.75	16324
roundacleanup/tag/rlb/2/clean	bacteria	0.05	16	0.54	11739
roundacleanup/tag/rlb/2/clean	dna-viruses	0.03	10	0.50	10852
roundacleanup/tag/rlb/2/clean	ambiguous	0.00	1	0.13	2731
roundacleanup/tag/rlb/3/clean	unclassified	99.81	124227	98.52	9609986
roundacleanup/tag/rlb/3/clean	human	0.10	130	0.67	65617
roundacleanup/tag/rlb/3/clean	bacteria	0.04	52	0.34	32741
roundacleanup/tag/rlb/3/clean	rna-viruses	0.03	33	0.28	27360
roundacleanup/tag/rlb/3/clean	dna-viruses	0.02	26	0.18	17426
roundacleanup/tag/rlb/3/clean	ambiguous	0.00	1	0.01	857
roundacleanup/tag/rlb/1	unclassified	99.78	78146	97.70	5994888
roundacleanup/tag/rlb/1	human	0.10	77	0.84	51249
roundacleanup/tag/rlb/1	bacteria	0.05	43	0.61	37418
roundacleanup/tag/rlb/1	rna-viruses	0.04	28	0.56	34324
roundacleanup/tag/rlb/1	dna-viruses	0.03	20	0.26	16166
roundacleanup/tag/rlb/1	ambiguous	0.00	1	0.03	1855
roundacleanup/tag/rlb/2	unclassified	99.90	269894	99.05	21406389
roundacleanup/tag/rlb/2	human	0.04	111	0.31	66057
roundacleanup/tag/rlb/2	bacteria	0.03	72	0.28	61552
roundacleanup/tag/rlb/2	rna-viruses	0.02	48	0.21	44895
roundacleanup/tag/rlb/2	dna-viruses	0.01	33	0.14	29948
roundacleanup/tag/rlb/2	ambiguous	0.00	3	0.01	2868
roundacleanup/tag/rlb/3	unclassified	99.77	120549	89.03	8783742
roundacleanup/tag/rlb/3	human	0.13	157	10.03	989978
roundacleanup/tag/rlb/3	rna-viruses	0.04	54	0.38	37841
roundacleanup/tag/rlb/3	bacteria	0.03	40	0.27	26486
roundacleanup/tag/rlb/3	dna-viruses	0.02	24	0.25	24190
roundacleanup/tag/rlb/3	ambiguous	0.00	3	0.04	4199
roundacleanup/tag/rlb/neg	unclassified	99.02	13560	91.56	957268
roundacleanup/tag/rlb/neg	human	0.50	69	3.15	32904
roundacleanup/tag/rlb/neg	bacteria	0.24	33	2.19	22933
roundacleanup/tag/rlb/neg	rna-viruses	0.17	23	2.25	23547
roundacleanup/tag/rlb/neg	dna-viruses	0.06	8	0.67	6999
roundacleanup/tag/rlb/neg	ambiguous	0.01	1	0.18	1853
roundacleanup/tag/neb+rlb/1/clean	unclassified	99.75	4169220	99.59	531359889
roundacleanup/tag/neb+rlb/1/clean	rna-viruses	0.23	9816	0.37	1969361
roundacleanup/tag/neb+rlb/1/clean	human	0.01	384	0.03	153587
roundacleanup/tag/neb+rlb/1/clean	bacteria	0.00	63	0.01	50950
roundacleanup/tag/neb+rlb/1/clean	dna-viruses	0.00	33	0.00	20593
roundacleanup/tag/neb+rlb/1/clean	ambiguous	0.00	7	0.00	11108
roundacleanup/tag/neb+rlb/2/clean	unclassified	99.72	4640895	99.55	585700147
roundacleanup/tag/neb+rlb/2/clean	rna-viruses	0.26	12250	0.40	2335032
roundacleanup/tag/neb+rlb/2/clean	human	0.01	426	0.03	169951
roundacleanup/tag/neb+rlb/2/clean	bacteria	0.00	102	0.01	72309
roundacleanup/tag/neb+rlb/2/clean	dna-viruses	0.00	51	0.01	40887
roundacleanup/tag/neb+rlb/2/clean	ambiguous	0.00	5	0.00	6408
roundacleanup/tag/neb+rlb/3/clean	unclassified	99.78	5140988	99.66	623662377
roundacleanup/tag/neb+rlb/3/clean	rna-viruses	0.22	11131	0.31	1963118
roundacleanup/tag/neb+rlb/3/clean	human	0.00	123	0.01	72885
roundacleanup/tag/neb+rlb/3/clean	bacteria	0.00	52	0.01	38618
roundacleanup/tag/neb+rlb/3/clean	dna-viruses	0.00	29	0.00	26097
roundacleanup/tag/neb+rlb/3/clean	ambiguous	0.00	4	0.00	4088
roundacleanup/tag/neb+rlb/1	unclassified	99.83	5281250	99.72	654687841
roundacleanup/tag/neb+rlb/1	rna-viruses	0.16	8562	0.25	1638411
roundacleanup/tag/neb+rlb/1	human	0.00	208	0.02	110286
roundacleanup/tag/neb+rlb/1	bacteria	0.00	56	0.01	41577
roundacleanup/tag/neb+rlb/1	dna-viruses	0.00	27	0.00	23382
roundacleanup/tag/neb+rlb/1	ambiguous	0.00	5	0.00	9271
roundacleanup/tag/neb+rlb/2	unclassified	99.82	4826382	99.73	588242494
roundacleanup/tag/neb+rlb/2	rna-viruses	0.17	8361	0.25	1492822
roundacleanup/tag/neb+rlb/2	human	0.00	107	0.01	76900
roundacleanup/tag/neb+rlb/2	bacteria	0.00	48	0.01	33687
roundacleanup/tag/neb+rlb/2	dna-viruses	0.00	15	0.00	12019
roundacleanup/tag/neb+rlb/2	ambiguous	0.00	2	0.00	3045
roundacleanup/tag/neb+rlb/3	unclassified	99.80	6382007	99.61	774624943
roundacleanup/tag/neb+rlb/3	rna-viruses	0.18	11780	0.31	2434966
roundacleanup/tag/neb+rlb/3	human	0.01	534	0.05	349992
roundacleanup/tag/neb+rlb/3	bacteria	0.00	240	0.02	170957
roundacleanup/tag/neb+rlb/3	dna-viruses	0.00	96	0.01	72815
roundacleanup/tag/neb+rlb/3	ambiguous	0.00	10	0.00	16169
roundacleanup/tag/neb+rlb/neg	unclassified	98.49	10742	92.17	776553
roundacleanup/tag/neb+rlb/neg	human	1.19	130	4.71	39661
roundacleanup/tag/neb+rlb/neg	bacteria	0.17	18	1.74	14673
roundacleanup/tag/neb+rlb/neg	dna-viruses	0.07	8	0.69	5807
roundacleanup/tag/neb+rlb/neg	rna-viruses	0.07	8	0.62	5239
roundacleanup/tag/neb+rlb/neg	ambiguous	0.01	1	0.07	630
dualprimersmart9n/full/neb/1	bacteria	34.56	504354	32.03	320280948
dualprimersmart9n/full/neb/1	human	27.09	395334	27.18	271804223
dualprimersmart9n/full/neb/1	unclassified	23.40	341501	21.43	214332996
dualprimersmart9n/full/neb/1	rna-viruses	9.68	141274	12.87	128719634
dualprimersmart9n/full/neb/1	dna-viruses	5.10	74448	6.07	60749718
dualprimersmart9n/full/neb/1	ambiguous	0.18	2636	0.42	4191568
dualprimersmart9n/full/neb/2	bacteria	30.95	195550	28.09	118658804
dualprimersmart9n/full/neb/2	human	27.55	174096	27.82	117531025
dualprimersmart9n/full/neb/2	unclassified	23.39	147798	21.58	91147721
dualprimersmart9n/full/neb/2	rna-viruses	11.85	74909	14.99	63323648
dualprimersmart9n/full/neb/2	dna-viruses	6.03	38106	6.91	29193576
dualprimersmart9n/full/neb/2	ambiguous	0.23	1456	0.61	2596747
dualprimersmart9n/full/neb/3	bacteria	32.66	240996	29.60	138504137
dualprimersmart9n/full/neb/3	human	26.88	198338	27.51	128739299
dualprimersmart9n/full/neb/3	unclassified	23.86	176089	21.94	102682955
dualprimersmart9n/full/neb/3	rna-viruses	10.71	79012	13.82	64667082
dualprimersmart9n/full/neb/3	dna-viruses	5.70	42070	6.61	30944816
dualprimersmart9n/full/neb/3	ambiguous	0.19	1367	0.52	2412165
dualprimersmart9n/full/neb/neg	bacteria	26.01	3563	24.65	3547474
dualprimersmart9n/full/neb/neg	human	25.45	3486	23.61	3398741
dualprimersmart9n/full/neb/neg	unclassified	22.80	3123	18.81	2707098
dualprimersmart9n/full/neb/neg	rna-viruses	18.22	2495	23.66	3405702
dualprimersmart9n/full/neb/neg	dna-viruses	6.26	858	6.82	981947
dualprimersmart9n/full/neb/neg	ambiguous	1.26	172	2.45	353031
dualprimersmart9n/full/neb+rlb/1	unclassified	91.21	154456	78.01	47072566
dualprimersmart9n/full/neb+rlb/1	human	4.04	6843	8.59	5186026
dualprimersmart9n/full/neb+rlb/1	bacteria	2.84	4815	6.89	4156471
dualprimersmart9n/full/neb+rlb/1	rna-viruses	1.30	2209	4.52	2725394
dualprimersmart9n/full/neb+rlb/1	dna-viruses	0.52	886	1.50	907968
dualprimersmart9n/full/neb+rlb/1	ambiguous	0.08	138	0.49	296669
dualprimersmart9n/full/neb+rlb/2	unclassified	92.21	86562	78.49	25062361
dualprimersmart9n/full/neb+rlb/2	human	3.40	3188	7.89	2519339
dualprimersmart9n/full/neb+rlb/2	bacteria	2.52	2362	6.74	2153022
dualprimersmart9n/full/neb+rlb/2	rna-viruses	1.30	1223	4.91	1567199
dualprimersmart9n/full/neb+rlb/2	dna-viruses	0.49	464	1.51	482822
dualprimersmart9n/full/neb+rlb/2	ambiguous	0.08	76	0.45	144508
dualprimersmart9n/full/neb+rlb/3	unclassified	97.17	70471	91.86	19510841
dualprimersmart9n/full/neb+rlb/3	human	1.34	969	3.48	739030
dualprimersmart9n/full/neb+rlb/3	bacteria	0.90	652	2.60	551450
dualprimersmart9n/full/neb+rlb/3	rna-viruses	0.43	310	1.41	299625
dualprimersmart9n/full/neb+rlb/3	dna-viruses	0.14	99	0.46	97406
dualprimersmart9n/full/neb+rlb/3	ambiguous	0.03	21	0.20	41908
dualprimersmart9n/full/neb+rlb/neg	unclassified	35.18	1484	21.39	819026
dualprimersmart9n/full/neb+rlb/neg	bacteria	22.83	963	25.57	979119
dualprimersmart9n/full/neb+rlb/neg	human	21.22	895	23.18	887415
dualprimersmart9n/full/neb+rlb/neg	rna-viruses	14.13	596	20.66	791063
dualprimersmart9n/full/neb+rlb/neg	dna-viruses	5.67	239	6.74	258087
dualprimersmart9n/full/neb+rlb/neg	ambiguous	0.97	41	2.46	94355
