sample	group	seqs_pct	seqs	bases_pct	bases
roundabspike/full/neb/neg	AdV-1	0.00	0	0.00	0
roundabspike/full/neb/neg	AdV-31	0.00	0	0.00	0
roundabspike/full/neb/neg	Flu-A-H1N1-NC	0.00	0	0.00	0
roundabspike/full/neb/neg	Flu-B	0.00	0	0.00	0
roundabspike/full/neb/neg	HCoV-229E	0.00	0	0.00	0
roundabspike/full/neb/neg	HMPV	0.00	0	0.00	0
roundabspike/full/neb/neg	HRV-1A	0.00	0	0.00	0
roundabspike/full/neb/neg	RSV-A	0.00	0	0.00	0
roundabspike/full/neb/neg	SARS-CoV-2	0.00	0	0.00	0
roundabspike/full/neb/neg	ambiguous	0.00	0	0.00	0
roundabspike/frag/neb/1	unclassified	89.12	1709084	84.35	843660554
roundabspike/frag/neb/1	AdV-3	1.74	33321	1.71	17116657
roundabspike/frag/neb/1	HPIV-2	1.64	31386	2.75	27511870
roundabspike/frag/neb/1	AdV-1	1.32	25371	1.25	12464642
roundabspike/frag/neb/1	HPIV-3	0.99	19009	2.02	20192694
roundabspike/frag/neb/1	RSV-A	0.85	16250	1.29	12950606
roundabspike/frag/neb/1	Flu-A-H1N1-NC	0.74	14138	1.08	10775953
roundabspike/frag/neb/1	Flu-B	0.73	14004	0.70	6979377
roundabspike/frag/neb/1	HPIV-1	0.65	12493	1.54	15401883
roundabspike/frag/neb/1	HMPV	0.48	9146	0.81	8130954
roundabspike/frag/neb/1	HRV-1A	0.46	8751	0.64	6403033
roundabspike/frag/neb/1	Flu-A-H3N2	0.30	5685	0.45	4485616
roundabspike/frag/neb/1	Flu-A-H1N1-NY	0.27	5192	0.30	2956274
roundabspike/frag/neb/1	SARS-CoV-2	0.24	4613	0.28	2827225
roundabspike/frag/neb/1	ambiguous	0.23	4467	0.47	4726163
roundabspike/frag/neb/1	HPIV-4	0.16	3011	0.23	2320142
roundabspike/frag/neb/1	HCoV-229E	0.06	1149	0.10	967737
roundabspike/frag/neb/1	AdV-31	0.04	690	0.03	340483
roundabspike/frag/neb/2	unclassified	99.95	2226663	99.89	999184368
roundabspike/frag/neb/2	Flu-A-H3N2	0.05	1101	0.11	1078766
roundabspike/frag/neb/2	AdV-3	0.00	4	0.00	3694
roundabspike/frag/neb/2	HPIV-3	0.00	3	0.00	4540
roundabspike/frag/neb/2	HPIV-1	0.00	2	0.00	2411
roundabspike/frag/neb/2	HPIV-2	0.00	2	0.00	2111
roundabspike/frag/neb/2	AdV-1	0.00	1	0.00	1372
roundabspike/frag/neb/2	AdV-31	0.00	1	0.00	794
roundabspike/frag/neb/2	Flu-A-H1N1-NC	0.00	1	0.00	1289
roundabspike/frag/neb/2	Flu-B	0.00	1	0.00	465
roundabspike/frag/neb/2	ambiguous	0.00	1	0.00	2402
roundabspike/frag/neb/2	Flu-A-H1N1-NY	0.00	0	0.00	0
roundabspike/frag/neb/2	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/neb/2	HMPV	0.00	0	0.00	0
roundabspike/frag/neb/2	HPIV-4	0.00	0	0.00	0
roundabspike/frag/neb/2	HRV-1A	0.00	0	0.00	0
roundabspike/frag/neb/2	RSV-A	0.00	0	0.00	0
roundabspike/frag/neb/2	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb/3	unclassified	99.68	1309855	99.55	995636644
roundabspike/frag/neb/3	Flu-A-H3N2	0.11	1451	0.21	2146544
roundabspike/frag/neb/3	AdV-3	0.05	597	0.04	414844
roundabspike/frag/neb/3	Flu-A-H1N1-NC	0.03	382	0.03	332144
roundabspike/frag/neb/3	HPIV-2	0.03	357	0.04	394257
roundabspike/frag/neb/3	HPIV-3	0.03	333	0.04	353942
roundabspike/frag/neb/3	ambiguous	0.02	251	0.02	213509
roundabspike/frag/neb/3	Flu-B	0.02	225	0.01	134560
roundabspike/frag/neb/3	RSV-A	0.01	161	0.01	106257
roundabspike/frag/neb/3	AdV-1	0.01	96	0.00	49938
roundabspike/frag/neb/3	HMPV	0.01	80	0.01	101747
roundabspike/frag/neb/3	AdV-31	0.01	75	0.01	61162
roundabspike/frag/neb/3	HPIV-1	0.00	63	0.01	95936
roundabspike/frag/neb/3	Flu-A-H1N1-NY	0.00	59	0.00	31009
roundabspike/frag/neb/3	HPIV-4	0.00	42	0.00	40448
roundabspike/frag/neb/3	HRV-1A	0.00	30	0.00	22159
roundabspike/frag/neb/3	HCoV-229E	0.00	3	0.00	2476
roundabspike/frag/neb/3	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb/neg	unclassified	99.69	1153817	99.45	423351862
roundabspike/frag/neb/neg	Flu-A-H3N2	0.31	3551	0.55	2351101
roundabspike/frag/neb/neg	HPIV-3	0.00	4	0.00	4453
roundabspike/frag/neb/neg	HPIV-2	0.00	3	0.00	4961
roundabspike/frag/neb/neg	AdV-1	0.00	1	0.00	376
roundabspike/frag/neb/neg	AdV-3	0.00	1	0.00	1065
roundabspike/frag/neb/neg	Flu-A-H1N1-NY	0.00	1	0.00	365
roundabspike/frag/neb/neg	AdV-31	0.00	0	0.00	0
roundabspike/frag/neb/neg	Flu-A-H1N1-NC	0.00	0	0.00	0
roundabspike/frag/neb/neg	Flu-B	0.00	0	0.00	0
roundabspike/frag/neb/neg	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/neb/neg	HMPV	0.00	0	0.00	0
roundabspike/frag/neb/neg	HPIV-1	0.00	0	0.00	0
roundabspike/frag/neb/neg	HPIV-4	0.00	0	0.00	0
roundabspike/frag/neb/neg	HRV-1A	0.00	0	0.00	0
roundabspike/frag/neb/neg	RSV-A	0.00	0	0.00	0
roundabspike/frag/neb/neg	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb/neg	ambiguous	0.00	0	0.00	0
roundabspike/frag/rlb/1	unclassified	99.86	28693	99.24	7851986
roundabspike/frag/rlb/1	AdV-1	0.03	10	0.25	19582
roundabspike/frag/rlb/1	AdV-3	0.03	8	0.18	14562
roundabspike/frag/rlb/1	Flu-A-H3N2	0.02	5	0.05	4121
roundabspike/frag/rlb/1	RSV-A	0.01	4	0.03	2326
roundabspike/frag/rlb/1	AdV-31	0.01	3	0.08	6389
roundabspike/frag/rlb/1	Flu-A-H1N1-NC	0.01	3	0.02	1905
roundabspike/frag/rlb/1	HPIV-2	0.01	2	0.02	1266
roundabspike/frag/rlb/1	HPIV-3	0.01	2	0.02	1382
roundabspike/frag/rlb/1	ambiguous	0.01	2	0.09	7173
roundabspike/frag/rlb/1	Flu-A-H1N1-NY	0.00	1	0.01	852
roundabspike/frag/rlb/1	HRV-1A	0.00	1	0.00	374
roundabspike/frag/rlb/1	Flu-B	0.00	0	0.00	0
roundabspike/frag/rlb/1	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/rlb/1	HMPV	0.00	0	0.00	0
roundabspike/frag/rlb/1	HPIV-1	0.00	0	0.00	0
roundabspike/frag/rlb/1	HPIV-4	0.00	0	0.00	0
roundabspike/frag/rlb/1	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/rlb/2	unclassified	99.99	2175180	99.98	999819869
roundabspike/frag/rlb/2	AdV-1	0.01	154	0.01	130706
roundabspike/frag/rlb/2	Flu-A-H3N2	0.00	58	0.00	46304
roundabspike/frag/rlb/2	Flu-A-H1N1-NC	0.00	2	0.00	3545
roundabspike/frag/rlb/2	HPIV-1	0.00	2	0.00	3814
roundabspike/frag/rlb/2	HPIV-2	0.00	2	0.00	4855
roundabspike/frag/rlb/2	HPIV-3	0.00	2	0.00	4853
roundabspike/frag/rlb/2	AdV-3	0.00	1	0.00	1146
roundabspike/frag/rlb/2	Flu-A-H1N1-NY	0.00	1	0.00	1845
roundabspike/frag/rlb/2	HRV-1A	0.00	1	0.00	939
roundabspike/frag/rlb/2	RSV-A	0.00	1	0.00	1619
roundabspike/frag/rlb/2	AdV-31	0.00	0	0.00	0
roundabspike/frag/rlb/2	Flu-B	0.00	0	0.00	0
roundabspike/frag/rlb/2	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/rlb/2	HMPV	0.00	0	0.00	0
roundabspike/frag/rlb/2	HPIV-4	0.00	0	0.00	0
roundabspike/frag/rlb/2	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/rlb/2	ambiguous	0.00	0	0.00	0
roundabspike/frag/rlb/3	unclassified	99.94	42895	99.82	11743934
roundabspike/frag/rlb/3	Flu-A-H3N2	0.02	9	0.04	5167
roundabspike/frag/rlb/3	HPIV-2	0.01	4	0.04	4512
roundabspike/frag/rlb/3	AdV-1	0.01	3	0.04	4279
roundabspike/frag/rlb/3	Flu-B	0.00	2	0.02	2484
roundabspike/frag/rlb/3	HPIV-3	0.00	2	0.02	1940
roundabspike/frag/rlb/3	RSV-A	0.00	2	0.01	1574
roundabspike/frag/rlb/3	AdV-3	0.00	1	0.01	667
roundabspike/frag/rlb/3	HPIV-1	0.00	1	0.01	1029
roundabspike/frag/rlb/3	AdV-31	0.00	0	0.00	0
roundabspike/frag/rlb/3	Flu-A-H1N1-NC	0.00	0	0.00	0
roundabspike/frag/rlb/3	Flu-A-H1N1-NY	0.00	0	0.00	0
roundabspike/frag/rlb/3	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/rlb/3	HMPV	0.00	0	0.00	0
roundabspike/frag/rlb/3	HPIV-4	0.00	0	0.00	0
roundabspike/frag/rlb/3	HRV-1A	0.00	0	0.00	0
roundabspike/frag/rlb/3	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/rlb/3	ambiguous	0.00	0	0.00	0
roundabspike/frag/rlb/neg	unclassified	99.54	1526	99.35	1283210
roundabspike/frag/rlb/neg	AdV-3	0.26	4	0.33	4250
roundabspike/frag/rlb/neg	Flu-A-H3N2	0.07	1	0.10	1346
roundabspike/frag/rlb/neg	HPIV-2	0.07	1	0.07	842
roundabspike/frag/rlb/neg	ambiguous	0.07	1	0.15	1949
roundabspike/frag/rlb/neg	AdV-1	0.00	0	0.00	0
roundabspike/frag/rlb/neg	AdV-31	0.00	0	0.00	0
roundabspike/frag/rlb/neg	Flu-A-H1N1-NC	0.00	0	0.00	0
roundabspike/frag/rlb/neg	Flu-A-H1N1-NY	0.00	0	0.00	0
roundabspike/frag/rlb/neg	Flu-B	0.00	0	0.00	0
roundabspike/frag/rlb/neg	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/rlb/neg	HMPV	0.00	0	0.00	0
roundabspike/frag/rlb/neg	HPIV-1	0.00	0	0.00	0
roundabspike/frag/rlb/neg	HPIV-3	0.00	0	0.00	0
roundabspike/frag/rlb/neg	HPIV-4	0.00	0	0.00	0
roundabspike/frag/rlb/neg	HRV-1A	0.00	0	0.00	0
roundabspike/frag/rlb/neg	RSV-A	0.00	0	0.00	0
roundabspike/frag/rlb/neg	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb+rlb/1	unclassified	99.92	163071	99.82	34688723
roundabspike/frag/neb+rlb/1	Flu-A-H3N2	0.06	97	0.12	40318
roundabspike/frag/neb+rlb/1	HPIV-2	0.00	7	0.02	6549
roundabspike/frag/neb+rlb/1	AdV-3	0.00	5	0.01	2804
roundabspike/frag/neb+rlb/1	Flu-B	0.00	3	0.00	983
roundabspike/frag/neb+rlb/1	HPIV-4	0.00	3	0.00	738
roundabspike/frag/neb+rlb/1	HRV-1A	0.00	3	0.01	2732
roundabspike/frag/neb+rlb/1	RSV-A	0.00	2	0.01	1752
roundabspike/frag/neb+rlb/1	AdV-1	0.00	1	0.00	957
roundabspike/frag/neb+rlb/1	Flu-A-H1N1-NY	0.00	1	0.00	1001
roundabspike/frag/neb+rlb/1	HPIV-1	0.00	1	0.01	3271
roundabspike/frag/neb+rlb/1	HPIV-3	0.00	1	0.00	570
roundabspike/frag/neb+rlb/1	ambiguous	0.00	1	0.00	1108
roundabspike/frag/neb+rlb/1	AdV-31	0.00	0	0.00	0
roundabspike/frag/neb+rlb/1	Flu-A-H1N1-NC	0.00	0	0.00	0
roundabspike/frag/neb+rlb/1	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/neb+rlb/1	HMPV	0.00	0	0.00	0
roundabspike/frag/neb+rlb/1	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb+rlb/2	unclassified	99.97	2656572	99.93	999511016
roundabspike/frag/neb+rlb/2	Flu-A-H3N2	0.03	800	0.06	625419
roundabspike/frag/neb+rlb/2	AdV-3	0.00	6	0.00	5025
roundabspike/frag/neb+rlb/2	AdV-1	0.00	4	0.00	2515
roundabspike/frag/neb+rlb/2	HPIV-3	0.00	4	0.00	6867
roundabspike/frag/neb+rlb/2	ambiguous	0.00	3	0.00	4202
roundabspike/frag/neb+rlb/2	Flu-B	0.00	2	0.00	1390
roundabspike/frag/neb+rlb/2	HPIV-2	0.00	2	0.00	3978
roundabspike/frag/neb+rlb/2	HPIV-1	0.00	1	0.00	2726
roundabspike/frag/neb+rlb/2	HPIV-4	0.00	1	0.00	935
roundabspike/frag/neb+rlb/2	HRV-1A	0.00	1	0.00	1138
roundabspike/frag/neb+rlb/2	RSV-A	0.00	1	0.00	642
roundabspike/frag/neb+rlb/2	AdV-31	0.00	0	0.00	0
roundabspike/frag/neb+rlb/2	Flu-A-H1N1-NC	0.00	0	0.00	0
roundabspike/frag/neb+rlb/2	Flu-A-H1N1-NY	0.00	0	0.00	0
roundabspike/frag/neb+rlb/2	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/neb+rlb/2	HMPV	0.00	0	0.00	0
roundabspike/frag/neb+rlb/2	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb+rlb/3	unclassified	99.91	246276	99.79	53223701
roundabspike/frag/neb+rlb/3	Flu-A-H3N2	0.07	171	0.14	73277
roundabspike/frag/neb+rlb/3	HPIV-3	0.00	9	0.02	8878
roundabspike/frag/neb+rlb/3	AdV-3	0.00	8	0.01	6961
roundabspike/frag/neb+rlb/3	HPIV-2	0.00	8	0.01	6970
roundabspike/frag/neb+rlb/3	Flu-A-H1N1-NC	0.00	4	0.01	3135
roundabspike/frag/neb+rlb/3	Flu-B	0.00	4	0.00	1800
roundabspike/frag/neb+rlb/3	AdV-1	0.00	3	0.00	1298
roundabspike/frag/neb+rlb/3	RSV-A	0.00	3	0.01	3218
roundabspike/frag/neb+rlb/3	AdV-31	0.00	2	0.00	1839
roundabspike/frag/neb+rlb/3	HPIV-1	0.00	2	0.00	2408
roundabspike/frag/neb+rlb/3	HRV-1A	0.00	2	0.00	863
roundabspike/frag/neb+rlb/3	ambiguous	0.00	2	0.00	1482
roundabspike/frag/neb+rlb/3	Flu-A-H1N1-NY	0.00	1	0.00	872
roundabspike/frag/neb+rlb/3	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/neb+rlb/3	HMPV	0.00	0	0.00	0
roundabspike/frag/neb+rlb/3	HPIV-4	0.00	0	0.00	0
roundabspike/frag/neb+rlb/3	SARS-CoV-2	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	unclassified	99.52	2473364	99.13	991352919
roundabspike/frag/neb+rlb/neg	Flu-A-H3N2	0.48	11919	0.87	8711690
roundabspike/frag/neb+rlb/neg	HPIV-2	0.00	3	0.00	5714
roundabspike/frag/neb+rlb/neg	HPIV-1	0.00	2	0.00	2761
roundabspike/frag/neb+rlb/neg	HPIV-3	0.00	2	0.00	3078
roundabspike/frag/neb+rlb/neg	AdV-3	0.00	1	0.00	1252
roundabspike/frag/neb+rlb/neg	Flu-A-H1N1-NC	0.00	1	0.00	599
roundabspike/frag/neb+rlb/neg	Flu-B	0.00	1	0.00	782
roundabspike/frag/neb+rlb/neg	HMPV	0.00	1	0.00	745
roundabspike/frag/neb+rlb/neg	HPIV-4	0.00	1	0.00	357
roundabspike/frag/neb+rlb/neg	ambiguous	0.00	1	0.00	1382
roundabspike/frag/neb+rlb/neg	AdV-1	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	AdV-31	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	Flu-A-H1N1-NY	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	HCoV-229E	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	HRV-1A	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	RSV-A	0.00	0	0.00	0
roundabspike/frag/neb+rlb/neg	SARS-CoV-2	0.00	0	0.00	0
